coach_id,name,team,position_college,position_title,position_start,position_end
1351,Jonas Chatterton,San Jose State,Westminster College,Assistant Coach,1998,2000
1352,Emily Codding,San Jose State,San Jose State,Assistant Coach,2025,NA
1352,Emily Codding,San Jose State,Weber State,Assistant Coach,2023,2025
1352,Emily Codding,San Jose State,Santa Rosa Junior College,Assistant Coach,2022,2023
1353,Jaime Gluesing,San Jose State,San Jose State,Assistant Coach,2025,NA
1353,Jaime Gluesing,San Jose State,Wisconsin,Assistant Coach,2023,2025
1353,Jaime Gluesing,San Jose State,High Point,Assistant Coach,2021,2023
1353,Jaime Gluesing,San Jose State,UW-Milwaukee,Assistant Coach/Recruiting Coordinator,2017,2021
1353,Jaime Gluesing,San Jose State,UW-Milwaukee,Graduate Assistant,2016,2017
1354,Brandon Morrison,San Jose State,San Jose State,Assistant Coach,NA,NA
1355,Jordan Moser,San Jose State,San Jose State,Assistant Coach/Coordinator of Player Personnel,2025,NA
1355,Jordan Moser,San Jose State,Oklahoma,Student Coach,2024,2025
1356,Loree Payne,Santa Clara,Santa Clara,Head Coach,2025,NA
1356,Loree Payne,Santa Clara,Northern Arizona,Head Coach,2017,2025
1356,Loree Payne,Santa Clara,Puget Sound,Head Coach,2010,2017
1356,Loree Payne,Santa Clara,Washington,Assistant Coach/Recruiting Coordinator,2008,2010
1356,Loree Payne,Santa Clara,Portland,Assistant Coach,2005,2007
1356,Loree Payne,Santa Clara,Northwest Nazarene,Assistant Coach,2003,2004
1357,TJ Harris,Santa Clara,Santa Clara,Associate Head Coach,2025,NA
1357,TJ Harris,Santa Clara,Northern Arizona,Assistant Coach,2023,2025
1357,TJ Harris,Santa Clara,Northern Arizona,Assistant Coach/Defensive Coordinator/Recruiting Coordinator/Guard Development Coach/Summer Camp Director,2022,2023
1357,TJ Harris,Santa Clara,Portland State,Assistant Coach/Co-Guard Development Coach/Academic Coordinator/Compliance Coordinator,2020,2021
1357,TJ Harris,Santa Clara,Chandler-Gilbert Community College,Assistant Men's Basketball Coach,2020,2020
1357,TJ Harris,Santa Clara,Northland Preparatory Academy,Head Boys and Girls Basketball Coach,2017,2020
1358,Kellee Barney,Santa Clara,Santa Clara,Assistant Coach,2025,NA
1358,Kellee Barney,Santa Clara,Northern Arizona,Assistant Coach,2017,2025
1358,Kellee Barney,Santa Clara,Montana State,Assistant Coach/Recruiting Coordinator,2012,2015
1358,Kellee Barney,Santa Clara,Oregon State,Assistant Coach,2008,2010
1358,Kellee Barney,Santa Clara,Arizona,Associate Head Coach/Recruiting Coordinator,2002,2008
1358,Kellee Barney,Santa Clara,Washington State,Associate Head Coach/Recruiting Coordinator,1985,1994
1358,Kellee Barney,Santa Clara,Gonzaga,Head Women's Basketball Coach,1994,2000
1358,Kellee Barney,Santa Clara,Portland State,Assistant Coach,1983,1985
1359,Ryan Freeman,Santa Clara,Santa Clara,Assistant Coach,2025,NA
1359,Ryan Freeman,Santa Clara,Northern Arizona,Assistant Coach,2023,2025
1359,Ryan Freeman,Santa Clara,New Mexico,Special Assistant to Head Coach,2021,2022
1359,Ryan Freeman,Santa Clara,New Mexico,Video Coordinator,2019,2021
1359,Ryan Freeman,Santa Clara,New Mexico,Graduate Assistant,2018,2019
1359,Ryan Freeman,Santa Clara,Florida,Student Manager,2017,2018
1359,Ryan Freeman,Santa Clara,Florida,Student Video Assistant,NA,2017
1360,Des Abeyta,Santa Clara,Santa Clara,Assistant Coach,2025,NA
1360,Des Abeyta,Santa Clara,Sonoma State,Head Coach,2022,2025
1360,Des Abeyta,Santa Clara,UC Davis,Associate Head Coach,2018,2022
1360,Des Abeyta,Santa Clara,UC Davis,Assistant Coach,2007,2018
1360,Des Abeyta,Santa Clara,Forest Ridge High School,Varsity Head Coach,2005,2007
1360,Des Abeyta,Santa Clara,North Seattle Community College,Assistant Coach,2004,2005
1361,Emma Shaffer,Santa Clara,Santa Clara,Graduate Assistant,NA,NA
1362,Martin Jensen,Santa Clara,Santa Clara,Director of Operations,2025,NA
1362,Martin Jensen,Santa Clara,Northern Arizona,Graduate Assistant,2024,2025
1362,Martin Jensen,Santa Clara,SCU San Marcos,Assistant Coach,2023,2024
1362,Martin Jensen,Santa Clara,SCU San Marcos,Student Manager,2021,2023
1362,Martin Jensen,Santa Clara,Three Peaks Performance High School,Girls' Basketball Coach/Player Development Trainer,2020,2021
1362,Martin Jensen,Santa Clara,CSUSM,Volleyball Student Manager,2019,2020
1362,Martin Jensen,Santa Clara,Three Peaks Performance High School,Girls' Basketball Coach/Player Development Trainer,2017,2019
1363,Carrie Eighmey,South Dakota,South Dakota,Head Women's Basketball Coach,2024,NA
1363,Carrie Eighmey,South Dakota,Idaho,Head Women's Basketball Coach,2023,2024
1363,Carrie Eighmey,South Dakota,Nebraska-Kearney,Head Women's Basketball Coach,2015,2023
1363,Carrie Eighmey,South Dakota,Fort Hays State,Head Assistant Coach,2008,2012
1363,Carrie Eighmey,South Dakota,Hastings College,Head Assistant Coach,2004,2008
1363,Carrie Eighmey,South Dakota,Hastings College,Head Women's Basketball Coach,2012,2015
1364,Paul Fessler,South Dakota,South Dakota,Assistant Coach,2025,NA
1364,Paul Fessler,South Dakota,Georgia Southern,Assistant Coach,2024,2025
1364,Paul Fessler,South Dakota,Kansas City,Assistant Coach,2022,2024
1364,Paul Fessler,South Dakota,Bradley,Assistant Coach,2017,2022
1364,Paul Fessler,South Dakota,Concordia-St. Paul,Head Women's Basketball Coach,2001,2017
1364,Paul Fessler,South Dakota,Anoka Ramsey Community College,Head Basketball Coach,1997,2001
1365,Devin Eighmey,South Dakota,South Dakota,Assistant Coach,2024,NA
1365,Devin Eighmey,South Dakota,University of Nebraska at Kearney,Assistant Coach/Recruiting Coordinator,2015,2024
1365,Devin Eighmey,South Dakota,University of Nebraska at Kearney,Assistant Coach,2011,2015
1365,Devin Eighmey,South Dakota,William Jewell,Assistant Coach,NA,NA
1365,Devin Eighmey,South Dakota,Northwest Missouri State,Assistant Coach,NA,NA
1366,Dalton Smith,South Dakota,South Dakota,Assistant Coach,2025,NA
1366,Dalton Smith,South Dakota,Kansas State,Director of Video Operations and Analytics,2022,2025
1366,Dalton Smith,South Dakota,Wayne State,Graduate Assistant,2020,2022
1366,Dalton Smith,South Dakota,Nebraska-Kearney,Student Assistant,2017,2020
1367,Bailey Morris,South Dakota,South Dakota,Assistant Coach/Director of Basketball Operations,2024,NA
1367,Bailey Morris,South Dakota,Idaho,Director of Basketball Operations,2023,2024
1367,Bailey Morris,South Dakota,Nebraska-Kearney,Assistant Coach,2018,2023
1367,Bailey Morris,South Dakota,Briar Cliff,Assistant Coach,2017,2018
1367,Bailey Morris,South Dakota,Dakota Wesleyan,Graduate Assistant,2016,2017
1367,Bailey Morris,South Dakota,Oklahoma Wesleyan,Assistant Coach,2015,2016
1368,Alexsia Rose,South Dakota,South Dakota,Graduate Assistant,NA,NA
1369,Chynna Bozeman,Saint Francis (PA),Saint Francis (PA),Head Coach,2024,NA
1369,Chynna Bozeman,Saint Francis (PA),Saint Francis (PA),Assistant Coach,2024,2024
1369,Chynna Bozeman,Saint Francis (PA),Morehead State,Assistant Coach,2023,2024
1370,Raphael McNeill,Saint Francis (PA),Saint Francis (PA),Assistant Coach,2025,NA
1370,Raphael McNeill,Saint Francis (PA),Riverdale Baptist High School,Varsity Women's Basketball Head Coach,2024,2025
1370,Raphael McNeill,Saint Francis (PA),Riverdale Baptist High School,Associate Head Coach/Varsity Boys Basketball,2023,2024
1370,Raphael McNeill,Saint Francis (PA),Riverdale Baptist High School,Junior Varsity Head Coach,2023,2024
1370,Raphael McNeill,Saint Francis (PA),Livingstone College,"Associate Head Coach, Men's Basketball",2015,2023
1370,Raphael McNeill,Saint Francis (PA),Virginia Union,Assistant Coach,2013,2014
1370,Raphael McNeill,Saint Francis (PA),Chesapeake College,Assistant Coach,2011,2013
1370,Raphael McNeill,Saint Francis (PA),Suitland High School,Assistant Coach,NA,NA
1370,Raphael McNeill,Saint Francis (PA),C.H. Flowers High School,Assistant Coach,NA,NA
1370,Raphael McNeill,Saint Francis (PA),Largo High School,Assistant Coach,NA,NA
1371,Alexa Middleton,Saint Francis (PA),Saint Francis (PA),Assistant Coach,NA,NA
1372,Cindy Griffin,Saint Joseph's (PA),Saint Joseph's,Head Women's Basketball Coach,2001,NA
1372,Cindy Griffin,Saint Joseph's (PA),Loyola Maryland,Head Women's Basketball Coach,1999,2001
1372,Cindy Griffin,Saint Joseph's (PA),Loyola Maryland,Associate Head Coach,1998,1999
1372,Cindy Griffin,Saint Joseph's (PA),Loyola Maryland,Assistant Coach,1995,1998
1372,Cindy Griffin,Saint Joseph's (PA),Vanderbilt,Assistant Coach,1993,1995
1372,Cindy Griffin,Saint Joseph's (PA),Saint Joseph's,Graduate Assistant,1992,1993
1373,Melissa Dunne,Saint Joseph's (PA),Saint Joseph's,Associate Head Coach/Director of Recruiting,2023,NA
1373,Melissa Dunne,Saint Joseph's (PA),Saint Joseph's,Assistant Coach,2019,2023
1373,Melissa Dunne,Saint Joseph's (PA),Holy Family,Head Women's Basketball Coach,2016,2019
1373,Melissa Dunne,Saint Joseph's (PA),George Washington,Assistant Coach/Recruiting Coordinator,2014,2016
1373,Melissa Dunne,Saint Joseph's (PA),Drexel,Assistant Coach/Recruiting Coordinator,2007,2014
1373,Melissa Dunne,Saint Joseph's (PA),Rhode Island,Assistant Coach,2006,2007
1373,Melissa Dunne,Saint Joseph's (PA),Drexel,Assistant Coach,2003,2006
1373,Melissa Dunne,Saint Joseph's (PA),Drexel,Graduate Assistant,2002,2003
1374,Ashley Prim,Saint Joseph's (PA),Saint Joseph's (PA),Assistant Coach/Recruiting Coordinator,2022,NA
1374,Ashley Prim,Saint Joseph's (PA),La Salle,Assistant Coach,2021,2022
1374,Ashley Prim,Saint Joseph's (PA),Sacred Heart,Assistant Coach,2020,2021
1374,Ashley Prim,Saint Joseph's (PA),Sacred Heart,Coordinator of Basketball Operations,2019,2020
1374,Ashley Prim,Saint Joseph's (PA),Kolbe Cathedral,Assistant Coach,2018,2019
1375,MyNeshia McKenzie,Saint Joseph's (PA),Saint Joseph's,Assistant Coach/Assistant Recruiting Coordinator,2025,NA
1375,MyNeshia McKenzie,Saint Joseph's (PA),Rider,Associate Head Coach/Recruiting Coordinator,2021,2025
1375,MyNeshia McKenzie,Saint Joseph's (PA),Saint Joseph's,Video Specialist,2019,2021
1375,MyNeshia McKenzie,Saint Joseph's (PA),Holy Family,Assistant Coach,2017,2019
1376,Tyler Robinson,Saint Joseph's (PA),Saint Joseph's (PA),Assistant Coach/Director of Video and Player Development,NA,NA
1377,Megan Bauman,Saint Joseph's (PA),Saint Joseph's,Assistant Coach/Director of Basketball Operations,2025,NA
1378,Mikayla Vaughn,Saint Joseph's (PA),Saint Joseph's,Graduate Manager,2025,NA
1379,Susan Lavin,Saint Joseph's (PA),Saint Joseph's,Chief of Staff,2021,NA
1379,Susan Lavin,Saint Joseph's (PA),Saint Joseph's,Director of Player Development,2017,2021
1379,Susan Lavin,Saint Joseph's (PA),Saint Joseph's,Associate Head Coach,2013,2017
1379,Susan Lavin,Saint Joseph's (PA),Saint Joseph's,Assistant Coach,2001,2013
1380,Sarah Douglas,Saint Joseph's (PA),Saint Joseph's (PA),Graduate Assistant,NA,NA
1381,Adia Barnes,Southern Methodist,SMU,Head Women's Basketball Coach,2025,NA
1381,Adia Barnes,Southern Methodist,Arizona,Head Women's Basketball Coach,2016,2025
1381,Adia Barnes,Southern Methodist,Washington,Recruiting Coordinator,2015,2016
1381,Adia Barnes,Southern Methodist,Washington,Assistant Coach,2012,2015
1382,Salvo Coppa,Southern Methodist,Southern Methodist,Assistant Coach,2025,NA
1382,Salvo Coppa,Southern Methodist,Arizona,Assistant Coach,2016,2025
1382,Salvo Coppa,Southern Methodist,Montana State,Assistant Coach,2013,2014
1382,Salvo Coppa,Southern Methodist,Seattle Storm,Skill Development Coach,2012,2013
1382,Salvo Coppa,Southern Methodist,Thailand Women's National Team,Head Coach,2011,2012
1382,Salvo Coppa,Southern Methodist,Trogylos Priolo Junior Team,Head Coach,2006,2011
1382,Salvo Coppa,Southern Methodist,Trogylos Priolo,Associate Head Coach,2003,2010
1382,Salvo Coppa,Southern Methodist,Sicilia Women's Basketball Team,Head Coach,2010,2010
1382,Salvo Coppa,Southern Methodist,Ecocontrol Priolo,Head Coach,2010,2010
1382,Salvo Coppa,Southern Methodist,Malta Women's U18 Team,Head Coach,NA,NA
1383,Bett Shelby,Southern Methodist,Southern Methodist,Assistant Coach,2025,NA
1383,Bett Shelby,Southern Methodist,Arizona,Assistant Coach,2023,2025
1383,Bett Shelby,Southern Methodist,Arizona,Special Assistant to the Head Coach,2022,2023
1383,Bett Shelby,Southern Methodist,West Virginia,Associate Head Coach,2019,2022
1383,Bett Shelby,Southern Methodist,North Carolina,Assistant Coach/Recruiting Coordinator,2017,2019
1383,Bett Shelby,Southern Methodist,Maryland,Recruiting Coordinator,2015,2017
1383,Bett Shelby,Southern Methodist,Virginia Tech,Assistant Coach,NA,2015
1383,Bett Shelby,Southern Methodist,Seton Hall,Assistant Coach,NA,NA
1383,Bett Shelby,Southern Methodist,Southern Illinois,Assistant Coach,NA,NA
1383,Bett Shelby,Southern Methodist,Tennessee Tech,Assistant Coach,NA,NA
1383,Bett Shelby,Southern Methodist,East Carolina,Director of Operations,NA,NA
1384,Anthony Turner,Southern Methodist,SMU,Assistant Coach,2025,NA
1384,Anthony Turner,Southern Methodist,Arizona,Assistant Coach,2023,2025
1384,Anthony Turner,Southern Methodist,Weber State,Assistant Coach,2019,2023
1384,Anthony Turner,Southern Methodist,Utah Valley,Associate Head Coach/Recruiting Coordinator/Defensive Coordinator/Post Player Development Coach,2016,2019
1384,Anthony Turner,Southern Methodist,New Mexico,Assistant Coach/Recruiting Coordinator,2011,2016
1384,Anthony Turner,Southern Methodist,Boise State,Assistant Coach,2010,2011
1384,Anthony Turner,Southern Methodist,Oregon State,Assistant Coach,2008,2010
1384,Anthony Turner,Southern Methodist,UNLV,Assistant Coach,2002,2008
1384,Anthony Turner,Southern Methodist,San Diego State,Assistant Coach,2000,2002
1385,Kamiko Williams,Southern Methodist,Southern Methodist,Assistant Coach,2025,NA
1385,Kamiko Williams,Southern Methodist,Arizona,Special Assistant to the Head Coach,2024,2025
1385,Kamiko Williams,Southern Methodist,Tennessee,Academic Coach,2023,2024
1385,Kamiko Williams,Southern Methodist,Lincoln Memorial University,Admissions Counselor,NA,2023
1385,Kamiko Williams,Southern Methodist,Weber State,Assistant Coach,2022,2023
1385,Kamiko Williams,Southern Methodist,Nicholls State,Assistant Coach,2021,2022
1385,Kamiko Williams,Southern Methodist,Monmouth,Director of Operations,2020,2021
1385,Kamiko Williams,Southern Methodist,Monmouth,Assistant Coach/Recruiting Director,2018,2021
1385,Kamiko Williams,Southern Methodist,Monmouth,Director of Operations,2018,2019
1385,Kamiko Williams,Southern Methodist,New Haven,Assistant Coach/Recruiting Coordinator,2015,2018
1386,Carter Caplan,Southern Methodist,Southern Methodist,Director of Basketball Operations,2025,NA
1386,Carter Caplan,Southern Methodist,Arizona State,Director of Basketball Operations,2022,2025
1386,Carter Caplan,Southern Methodist,Delaware,Assistant Director of Basketball Operations,2021,2022
1386,Carter Caplan,Southern Methodist,Niagara,Director of Basketball Operations,2020,2021
1386,Carter Caplan,Southern Methodist,Drexel,"Head Manager, Women's Basketball",2016,2020
1387,Ashtyn Frye,Southern Methodist,Southern Methodist,Assistant Director of Operations,NA,NA
1388,Jen Jones,Southern Methodist,Southern Methodist,Sports Performance Coach for Women's Basketball,2025,NA
1388,Jen Jones,Southern Methodist,Auburn,Assistant AD Sports Performance,2019,2025
1388,Jen Jones,Southern Methodist,Auburn,"Strength & Conditioning Coach, Women's Basketball",2019,2025
1388,Jen Jones,Southern Methodist,Purdue University,Director of Strength & Conditioning for Olympic Sports,2017,2019
1388,Jen Jones,Southern Methodist,Texas A&M,"Assistant Strength Coach, Women's Basketball",2004,2017
1388,Jen Jones,Southern Methodist,University of Arkansas,Head Strength Coach for Women's Athletics,2001,2004
1388,Jen Jones,Southern Methodist,University of Houston,Assistant Strength & Conditioning Coach,1997,2000
1389,Kelli Swing,Southern Methodist,Southern Methodist,Assistant Athletic Director of Sports Medicine,2025,NA
1389,Kelli Swing,Southern Methodist,Southern Methodist,"Athletic Trainer, Women's Basketball",2004,2025
1389,Kelli Swing,Southern Methodist,Wichita State,"Graduate Assistant Athletic Trainer, Women's Volleyball",2003,2004
1390,Tevin Shears,Southern Methodist,Southern Methodist,Director of Creative Video and Recruiting Experience,NA,NA
1391,Jordyn O'Reilly,Southern Methodist,Southern Methodist,Graduate Assistant / Video Coordinator,NA,NA
1392,Sean MacNeill,Southern Methodist,Southern Methodist,Graduate Assistant,NA,NA
1393,Carly Thibault-DuDonis,Fairfield,Fairfield,Head Women's Basketball Coach,2021,NA
1393,Carly Thibault-DuDonis,Fairfield,Minnesota,Assistant Coach,2017,2021
1393,Carly Thibault-DuDonis,Fairfield,Mississippi State,Assistant Coach/Recruiting Coordinator,2016,2017
1393,Carly Thibault-DuDonis,Fairfield,Eastern Michigan,Assistant Coach,2014,2016
1393,Carly Thibault-DuDonis,Fairfield,Florida State,Interim Assistant Coach,2013,2014
1393,Carly Thibault-DuDonis,Fairfield,Florida State,Director of Recruiting Operations,2013,2014
1394,Erika Brown,Fairfield,Fairfield,Associate Head Women's Basketball Coach / Recruiting Coordinator,2024,NA
1394,Erika Brown,Fairfield,Fairfield,Assistant Coach / Defensive Coordinator / Recruiting Coordinator,2021,2024
1394,Erika Brown,Fairfield,Saint Francis (Pa.),Assistant Coach / Co-Recruiting Coordinator,2021,2022
1394,Erika Brown,Fairfield,University of Delaware,Operations Intern,NA,NA
1395,Erik Johnson,Fairfield,Fairfield,Assistant Women's Basketball Coach,2021,NA
1395,Erik Johnson,Fairfield,Positive Coaching Alliance,Staff Member,2015,2021
1395,Erik Johnson,Fairfield,Boston College,Head Women's Basketball Coach,2009,2015
1395,Erik Johnson,Fairfield,Denver,Head Women's Basketball Coach,2005,2009
1395,Erik Johnson,Fairfield,Boston College,Assistant Coach,2003,2005
1395,Erik Johnson,Fairfield,San Diego,Associate Head Coach,NA,NA
1395,Erik Johnson,Fairfield,Rhode Island,Assistant Coach,NA,NA
1396,Blake DuDonis,Fairfield,Fairfield,Assistant Women's Basketball Coach,2021,NA
1396,Blake DuDonis,Fairfield,University of Wisconsin-River Falls,Head Women's Basketball Coach,2018,2021
1396,Blake DuDonis,Fairfield,University at Buffalo,Assistant Coach,NA,2018
1396,Blake DuDonis,Fairfield,Gardner Webb,Assistant Coach/Recruiting Coordinator,NA,NA
1396,Blake DuDonis,Fairfield,Merrimack,Assistant Coach,2011,2012
1397,Alex McKinnon,Fairfield,Fairfield,Director of Basketball Operations / Assistant Coach,2023,NA
1397,Alex McKinnon,Fairfield,Fairfield,Director of Basketball Operations,2022,2023
1397,Alex McKinnon,Fairfield,Salisbury University,Graduate Assistant Coach,2021,2022
1398,Dominic Lewis,Fairfield,Fairfield,Graduate Assistant - Women's Basketball,2024,NA
1398,Dominic Lewis,Fairfield,Niagara,Associate Head Manager,2021,2024
1398,Dominic Lewis,Fairfield,Niagara,Practice Player,2021,2024
1399,Kate Paye,Stanford,Stanford,Setsuko Ishiyama Director of Women's Basketball,2024,NA
1399,Kate Paye,Stanford,Stanford,Associate Head Coach,2016,2024
1399,Kate Paye,Stanford,Stanford,Assistant Coach,2007,2016
1399,Kate Paye,Stanford,San Diego State,Assistant Coach,2005,2007
1399,Kate Paye,Stanford,Pepperdine,Assistant Coach,2004,2005
1399,Kate Paye,Stanford,San Diego State,Assistant Coach,1995,1996
1400,Tempie Brown,Stanford,Stanford,Harry K. and Ida S. Berland Associate Head Women's Basketball Coach,2024,NA
1400,Tempie Brown,Stanford,Stanford,Assistant Coach,2023,2024
1400,Tempie Brown,Stanford,Okemos Public Schools,Athletic Director,2020,2023
1400,Tempie Brown,Stanford,Stanford,Assistant Coach,2013,2020
1400,Tempie Brown,Stanford,Michigan State,Associate Head Coach,2009,2013
1400,Tempie Brown,Stanford,Michigan State,Assistant Coach,2008,2009
1400,Tempie Brown,Stanford,Memphis,Assistant Coach,2008,2009
1400,Tempie Brown,Stanford,Northwestern,Assistant Coach,2004,2008
1400,Tempie Brown,Stanford,Lehigh,Assistant Coach,2002,2004
1400,Tempie Brown,Stanford,Eastern Michigan,Assistant Coach,2000,2002
1400,Tempie Brown,Stanford,Saginaw Valley State,Assistant Coach,1999,2000
1401,Katy Steding,Stanford,Stanford,The Peiros Family Assistant Women's Basketball Coach,2019,NA
1401,Katy Steding,Stanford,San Francisco,Associate Head Coach,2018,2019
1401,Katy Steding,Stanford,Boston University,Head Women's Basketball Coach,2014,2018
1401,Katy Steding,Stanford,California,Assistant Coach,2012,2014
1401,Katy Steding,Stanford,San Francisco,Assistant Coach,2010,2012
1401,Katy Steding,Stanford,Columbia,Assistant Coach,2009,2010
1401,Katy Steding,Stanford,Atlanta Dream,Assistant Coach,2008,2009
1401,Katy Steding,Stanford,Warner Pacific,Head Coach,2001,2008
1402,Heather Oesterle,Stanford,Stanford,The Tara VanDerveer Assistant Women's Basketball Coach,2024,NA
1402,Heather Oesterle,Stanford,Notre Dame,Strategic Program Director,2023,2024
1402,Heather Oesterle,Stanford,Central Michigan,Head Women's Basketball Coach,2019,2023
1402,Heather Oesterle,Stanford,Central Michigan,Associate Head Coach,2012,2019
1402,Heather Oesterle,Stanford,Central Michigan,Assistant Coach,2010,2012
1402,Heather Oesterle,Stanford,Northern Illinois,Assistant Coach,2008,2010
1402,Heather Oesterle,Stanford,Miami (Ohio),Assistant Coach,2003,2008
1402,Heather Oesterle,Stanford,Stanford,Volunteer Assistant Coach,2002,2003
1403,Erica McCall,Stanford,Stanford,Assistant Coach,2022,NA
1404,Jeanette Pohlen,Stanford,Stanford,Assistant Coach,2024,NA
1404,Jeanette Pohlen,Stanford,Stanford,Player Development Coach,2022,2024
1404,Jeanette Pohlen,Stanford,Stanford,Coaching Intern,2021,2022
1405,Joy McCorvey,Stony Brook,Stony Brook,Head Coach,2024,NA
1405,Joy McCorvey,Stony Brook,Tennessee,Assistant Coach,2021,2024
1405,Joy McCorvey,Stony Brook,Florida State,Associate Head Coach,2020,2021
1405,Joy McCorvey,Stony Brook,Florida State,Assistant Coach,2018,2020
1405,Joy McCorvey,Stony Brook,Michigan,Assistant Coach,2012,2018
1405,Joy McCorvey,Stony Brook,St. John's,Assistant Coach,2011,2012
1406,Anjalé Barrett,Stony Brook,Stony Brook,Assistant Coach / Recruiting Coordinator,2024,NA
1406,Anjalé Barrett,Stony Brook,Monmouth University,Assistant Coach,2021,2024
1406,Anjalé Barrett,Stony Brook,Coppin State University,Assistant Coach / Recruiting Coordinator,2020,2021
1406,Anjalé Barrett,Stony Brook,Columbia University,Assistant Coach,2019,2020
1406,Anjalé Barrett,Stony Brook,LIU Brooklyn,Assistant Coach,2018,2019
1406,Anjalé Barrett,Stony Brook,University of Maryland,Director of Recruiting Operations and Player Personnel,2016,2018
1406,Anjalé Barrett,Stony Brook,College of New Rochelle,Assistant Coach,NA,2016
1407,Kiah Gillespie,Stony Brook,Stony Brook,Assistant Coach,2024,NA
1407,Kiah Gillespie,Stony Brook,Marist,Assistant Coach,2022,2024
1407,Kiah Gillespie,Stony Brook,Sports Medical Sciences Academy,Head JV Coach/Assistant Varsity Basketball Coach,NA,2022
1408,Evan Turkish,Stony Brook,Stony Brook,Assistant Coach,2025,NA
1408,Evan Turkish,Stony Brook,Appalachian State,Assistant Coach,2023,2025
1408,Evan Turkish,Stony Brook,James Madison,Director of Recruiting and Player Development,2022,2023
1408,Evan Turkish,Stony Brook,Nicholls State,Assistant Coach/Recruiting Coordinator,2021,2022
1409,Sierra Bastien,Stony Brook,Stony Brook,Director of Basketball Operations,2024,NA
1409,Sierra Bastien,Stony Brook,New York Liberty,Executive Assistant to CEO,2022,2024
1409,Sierra Bastien,Stony Brook,William & Mary,Director of Basketball Operations,2021,2022
1409,Sierra Bastien,Stony Brook,Colby College,Associate Head Coach,2020,2021
1409,Sierra Bastien,Stony Brook,Rider,Director of Basketball Operations,2017,2020
1409,Sierra Bastien,Stony Brook,The Hoop Group,Recruiting Coordinator,2017,2017
1409,Sierra Bastien,Stony Brook,Rider,"Head Manager, Women's Basketball",NA,2017
1410,Willie Rosales,Stony Brook,Stony Brook,Graduate Assistant,2024,NA
1410,Willie Rosales,Stony Brook,St. John's University,Head Team Manager,2020,2024
1411,Melissa Graves,Boston,Boston University,Head Coach,2021,NA
1411,Melissa Graves,Boston,Wake Forest,"Assistant Coach, Recruiting Coordinator",2018,2021
1411,Melissa Graves,Boston,Yale,Assistant Coach,2015,2018
1411,Melissa Graves,Boston,Colgate,Assistant Coach,2013,2015
1412,Kourtni Williams,Boston,Boston University,Assistant Coach,2021,NA
1412,Kourtni Williams,Boston,University of the Ozarks,Head Women's Basketball Coach,2018,2021
1412,Kourtni Williams,Boston,University of the Ozarks,Assistant Director of Enrollment Management,2014,2021
1412,Kourtni Williams,Boston,University of the Ozarks,Assistant Coach,2014,2018
1413,Katie Nelson,Boston,Boston University,Assistant Coach,2025,NA
1413,Katie Nelson,Boston,Gardner-Webb,Acting Head Coach,2024,2025
1413,Katie Nelson,Boston,Gardner-Webb,Assistant Coach,2023,2024
1413,Katie Nelson,Boston,Wisconsin,Graduate Assistant,2022,2023
1414,Moneshia Davis,Boston,Boston University,Assistant Coach,2025,NA
1414,Moneshia Davis,Boston,Johns Hopkins,Assistant Coach,2023,2025
1414,Moneshia Davis,Boston,Goucher College,Assistant Coach/Interim Head Coach,2022,2023
1415,Capree Garner,Boston,Boston University,Director of Basketball Operations,2025,NA
1415,Capree Garner,Boston,Maryland Eastern Shore,Assistant Coach/Recruiting Coordinator,2024,2025
1415,Capree Garner,Boston,American,Director of Basketball Operations,2022,2024
1415,Capree Garner,Boston,Our Lady of Good Counsel,Co-Head Coach,2021,2022
1416,Jake Goldman,Boston,Boston,Video Coordinator,NA,NA
1417,Laura Harper,Towson,Towson,Head Coach,2022,NA
1417,Laura Harper,Towson,Coppin State,Head Coach,2020,2022
1417,Laura Harper,Towson,Montverde Academy,Head Coach,2019,2020
1417,Laura Harper,Towson,University of Florida,Assistant Coach,2017,2019
1417,Laura Harper,Towson,George Washington University,Assistant Coach,2016,2017
1417,Laura Harper,Towson,High Point University,Assistant Coach,2014,2016
1417,Laura Harper,Towson,Loyola University Maryland,Assistant Coach,2013,2014
1417,Laura Harper,Towson,American University,Coach,2013,2013
1418,Eric Atkins,Towson,Towson,Associate Head Coach,2025,NA
1418,Eric Atkins,Towson,Towson,Assistant Coach,2024,2025
1418,Eric Atkins,Towson,Wisconsin Herd,Assistant Coach/Player Development Coordinator,2022,2024
1418,Eric Atkins,Towson,George Washington,Assistant Coach,2021,2022
1418,Eric Atkins,Towson,Howard,Assistant Coach,2019,2021
1418,Eric Atkins,Towson,Notre Dame,Video Coordinator,2016,2019
1419,Tony DiClemente,Towson,Towson,Assistant Coach,2025,NA
1419,Tony DiClemente,Towson,Army West Point,Associate Head Coach,2024,2025
1419,Tony DiClemente,Towson,Army West Point,Assistant Coach,2021,2024
1419,Tony DiClemente,Towson,Adelphi,Assistant Coach,2017,2021
1420,Zion Sanders,Towson,Towson,Assistant Coach,2023,NA
1420,Zion Sanders,Towson,Tennessee,Graduate Assistant,2021,2023
1421,Lorie Khalil,Towson,Towson,Assistant Coach / General Manager,2024,NA
1421,Lorie Khalil,Towson,Towson,Assistant Coach,2024,2025
1421,Lorie Khalil,Towson,Penn State Lehigh Valley,Head Women's Basketball Coach,2014,2024
